month_year,price_eur,month_return,month_return_after_TER
03/2019,535161.974329,0.01865071,0.01856587
04/2019,545143.127688,-0.02179129,-0.02187276
05/2019,533263.757855,0.04186114,0.04177437
06/2019,555586.78693,0.01319903,0.01311464
07/2019,562919.991184,-0.04783929,-0.0479186
08/2019,535990.297266,0.02697379,0.02688826
09/2019,550447.988866,0.00561014,0.00552639
10/2019,553536.081827,0.0177355,0.01765073
11/2019,563353.319312,0.00181778,0.00173434
12/2019,564377.373522,-0.00034243,-0.00042569
01/2020,564184.111056,-0.07061263,-0.07069003
02/2020,524345.588792,-0.20091087,-0.20097743
03/2020,418998.858345,0.12545376,0.12536002
04/2020,471563.839072,-0.02726502,-0.02734604
05/2020,458706.639996,0.07413044,0.07404098
06/2020,492710.763878,-0.03069094,-0.03077167
07/2020,477589.007248,0.0495905,0.04950309
08/2020,501272.887014,-0.0413026,-0.04138245
09/2020,480569.011787,-0.0048117,-0.00489459
10/2020,478256.65785,0.11997905,0.11988577
11/2020,535637.435505,0.02780844,0.02772284
12/2020,550532.679513,0.01820653,0.01812172
01/2021,560555.967429,0.030038,0.02995221
02/2021,577393.949465,0.04393551,0.04384856
03/2021,602762.048038,0.01139823,0.01131399
04/2021,609632.469957,0.01143903,0.01135479
05/2021,616606.074739,0.01038121,0.01029706
06/2021,623007.19102,-0.01549698,-0.01557898
07/2021,613352.458539,0.01166272,0.01157846
08/2021,620505.81683,-0.01482217,-0.01490423
09/2021,611308.572161,0.02645138,0.02636589
10/2021,627478.527743,-0.03978065,-0.03986062
11/2021,602517.02492,0.0362974,0.03621109
12/2021,624386.828396,-0.04165762,-0.04173744
01/2022,598376.359467,0.02418733,0.02410203
02/2022,612849.487311,0.07864726,0.07855742
03/2022,661048.41814,-0.00905051,-0.00913304
04/2022,655065.593092,-0.02007832,-0.02015993
05/2022,641912.977208,-0.05447611,-0.05455486
06/2022,606944.05645,0.05761502,0.05752693
07/2022,641913.148226,0.00200124,0.00191779
08/2022,643197.771319,-0.08323635,-0.0833127
09/2022,589660.338141,-0.01193853,-0.01202082
10/2022,582620.660955,0.09555469,0.09546345
11/2022,638292.799263,-0.0229984,-0.02307977
12/2022,623613.086521,0.06949829,0.06940921
01/2023,666953.129178,-0.04585047,-0.04592994
02/2023,636373.013552,-0.01814056,-0.01822234
03/2023,624828.848722,-0.00783409,-0.00791672
04/2023,619933.883882,-0.03334956,-0.03343007
05/2023,599259.361227,0.02477402,0.02468867
06/2023,614105.424072,0.02881847,0.02873278
07/2023,631803.000802,-0.04513081,-0.04521034
08/2023,603289.217578,-0.00552987,-0.0056127
09/2023,599953.10672,-0.04686337,-0.04694275
10/2023,571837.284764,0.03891208,0.03882555
11/2023,594088.661704,0.07846956,0.07837974
12/2023,640706.538412,-0.01586233,-0.01594429
01/2024,630543.442577,0.00620494,0.00612114
02/2024,634455.928053,0.01434222,0.01425774
03/2024,643555.43342,-0.00350312,-0.00358611
04/2024,641300.984361,0.02144565,0.02136058
05/2024,655054.102767,0.01669268,0.016608
06/2024,665988.713216,0.00469023,0.00460655
07/2024,669112.353223,0.02261607,0.0225309
08/2024,684245.047433,0.06362607,0.06353749
09/2024,727780.872887,-0.0360033,-0.03608359
10/2024,701578.363104,0.0591302,0.05904198
